Id;Parente;Conciliação;Regra;Status;Nome;Email;Data;Cargo;Salario;Nome (Diferença);Email (Diferença);Data (Diferença);Cargo (Diferença);Salario (Diferença)
2745;Volume 10k;Batimento Total;Batido;2745;Ana Costela;souzajoao-felipe@example.com;2021-10-18;Diretor;9162.33;;;;;
2746;Volume 10k;Batimento Total;Batido;2746;Theo Silveira;jda-paz@example.com;2006-01-20;Analista;5115.6;;;;;
2747;Volume 10k;Batimento Total;Batido;2747;Júlia Campos;marcela87@example.com;2005-04-23;Diretor;7699.79;;;;;
2748;Volume 10k;Batimento Total;Batido;2748;Rafaela da Conceição;gcardoso@example.com;2004-01-16;Analista;6271.94;;;;;
2749;Volume 10k;Batimento Total;Batido;2749;Enrico Costa;emanuelly04@example.org;2019-11-28;Analista;7148.75;;;;;
2750;Volume 10k;Batimento Total;Batido;2750;Juliana Pereira;luiz-felipecampos@example.com;2021-01-29;Diretor;6921.6;;;;;
2751;Volume 10k;Batimento Total;Batido;2751;Rebeca Azevedo;isaacaraujo@example.com;1997-10-06;Analista;6348.94;;;;;
2752;Volume 10k;Batimento Total;Batido;2752;Milena da Conceição;cecilia96@example.org;2017-12-29;Analista;7299.46;;;;;
2753;Volume 10k;Batimento Total;Batido;2753;André Costela;mendesgustavo@example.net;1996-12-25;Analista;6800.4;;;;;
2754;Volume 10k;Batimento Total;Batido;2754;Letícia Jesus;giovanna30@example.net;2022-06-05;Analista;9481.68;;;;;
2755;Volume 10k;Batimento Total;Batido;2755;Larissa Duarte;qcardoso@example.org;1993-01-20;Gerente;5632.7;;;;;
2756;Volume 10k;Batimento Total;Batido;2756;Cauê Oliveira;sofiapeixoto@example.org;2013-08-03;Diretor;8129.48;;;;;
2757;Volume 10k;Batimento Total;Batido;2757;Valentina Alves;gporto@example.org;1997-03-10;Diretor;9532.46;;;;;
2758;Volume 10k;Batimento Total;Batido;2758;Otávio Costela;davi-lucascorreia@example.com;1997-08-06;Gerente;6363.65;;;;;
2759;Volume 10k;Batimento Total;Batido;2759;Daniela Araújo;emanueljesus@example.net;1996-07-08;Diretor;8864.28;;;;;
2760;Volume 10k;Batimento Total;Batido;2760;Alexandre Dias;anthonycorreia@example.com;2015-02-06;Analista;8197.29;;;;;
2761;Volume 10k;Batimento Total;Batido;2761;Luiz Otávio Oliveira;da-rochamariana@example.org;2013-07-24;Diretor;9819.82;;;;;
2762;Volume 10k;Batimento Total;Batido;2762;Fernanda Azevedo;camilateixeira@example.com;1994-06-04;Diretor;8665.89;;;;;
2763;Volume 10k;Batimento Total;Batido;2763;Francisco Gonçalves;martinscaio@example.org;2014-02-12;Diretor;6192.0;;;;;
2764;Volume 10k;Batimento Total;Batido;2764;Sarah da Costa;nogueiraantonio@example.net;2001-04-25;Analista;7418.85;;;;;
2765;Volume 10k;Batimento Total;Batido;2765;Leandro das Neves;jcostela@example.org;1995-12-08;Diretor;5873.63;;;;;
2766;Volume 10k;Batimento Total;Batido;2766;Thiago Freitas;loliveira@example.net;2018-11-07;Analista;8651.28;;;;;
2767;Volume 10k;Batimento Total;Batido;2767;Heitor Caldeira;hsantos@example.com;2008-11-26;Gerente;7592.71;;;;;
2768;Volume 10k;Batimento Total;Batido;2768;Clara Fernandes;ryanmoraes@example.net;2008-05-09;Analista;5361.42;;;;;
2769;Volume 10k;Batimento Total;Batido;2769;Esther da Luz;danilogoncalves@example.net;2018-02-08;Analista;5015.7;;;;;
2770;Volume 10k;Batimento Total;Batido;2770;Alana Barros;ana-juliacunha@example.org;2001-02-09;Analista;8702.42;;;;;
2771;Volume 10k;Batimento Total;Batido;2771;Ana Luiza da Cruz;maite90@example.net;2003-07-27;Analista;8783.98;;;;;
2772;Volume 10k;Batimento Total;Batido;2772;Heitor da Mata;wrodrigues@example.net;1992-12-17;Analista;6462.14;;;;;
2773;Volume 10k;Batimento Total;Batido;2773;Daniela Costela;milenasilveira@example.net;1999-07-19;Gerente;8338.6;;;;;
2774;Volume 10k;Batimento Total;Batido;2774;Enrico Freitas;pda-luz@example.com;2019-04-19;Diretor;7074.7;;;;;
2775;Volume 10k;Batimento Total;Batido;2775;Enrico das Neves;maria-vitoriamartins@example.org;2018-08-27;Diretor;6749.79;;;;;
2776;Volume 10k;Batimento Total;Batido;2776;Luigi Souza;da-cruzenrico@example.org;2018-01-23;Analista;5803.81;;;;;
2777;Volume 10k;Batimento Total;Batido;2777;Ana Laura Castro;fsilva@example.net;1995-12-11;Diretor;8690.1;;;;;
2778;Volume 10k;Batimento Total;Batido;2778;Sophie Fernandes;pietro05@example.net;2018-12-24;Analista;8430.16;;;;;
2779;Volume 10k;Batimento Total;Batido;2779;Camila Porto;da-pazmiguel@example.net;2012-07-21;Diretor;5835.58;;;;;
2780;Volume 10k;Batimento Total;Batido;2780;Bernardo Pires;ymonteiro@example.org;1996-02-12;Gerente;8658.47;;;;;
2781;Volume 10k;Batimento Total;Batido;2781;Evelyn Jesus;gabriellymoura@example.org;2003-10-06;Diretor;8546.51;;;;;
2782;Volume 10k;Batimento Total;Batido;2782;Raquel Viana;santosjoao-vitor@example.net;2011-08-01;Analista;9941.63;;;;;
2783;Volume 10k;Batimento Total;Batido;2783;Luiz Gustavo Teixeira;costanicolas@example.org;1993-10-01;Analista;9095.6;;;;;
2784;Volume 10k;Batimento Total;Batido;2784;Yasmin Rezende;uramos@example.net;1996-09-16;Analista;8446.35;;;;;
2785;Volume 10k;Batimento Total;Batido;2785;Eduarda Jesus;moreiraeduarda@example.net;2007-02-26;Gerente;5809.66;;;;;
2786;Volume 10k;Batimento Total;Batido;2786;Lucca da Costa;santosanthony@example.org;2020-08-09;Diretor;5058.16;;;;;
2787;Volume 10k;Batimento Total;Batido;2787;Benício da Mata;ramosarthur@example.com;2011-10-01;Gerente;5640.69;;;;;
2788;Volume 10k;Batimento Total;Batido;2788;Joaquim Moura;abarros@example.org;2022-01-21;Gerente;5362.9;;;;;
2789;Volume 10k;Batimento Total;Batido;2789;Cauã Novaes;rrocha@example.net;2004-04-07;Analista;6155.46;;;;;
2790;Volume 10k;Batimento Total;Batido;2790;Carolina Mendes;qfreitas@example.net;2019-09-07;Gerente;6790.31;;;;;
2791;Volume 10k;Batimento Total;Batido;2791;Rebeca Souza;duartelucas@example.com;1994-04-27;Gerente;8615.6;;;;;
2792;Volume 10k;Batimento Total;Batido;2792;Luiz Miguel Ramos;cavalcantiemanuelly@example.com;1998-08-27;Gerente;8518.75;;;;;
2793;Volume 10k;Batimento Total;Batido;2793;Vinicius Alves;mourabenjamin@example.com;1993-01-11;Analista;6918.14;;;;;
2794;Volume 10k;Batimento Total;Batido;2794;Rodrigo Cardoso;elisa87@example.com;1997-03-20;Gerente;8138.88;;;;;
2795;Volume 10k;Batimento Total;Batido;2795;André da Mata;maria-fernanda60@example.net;1999-04-26;Diretor;9258.28;;;;;
2796;Volume 10k;Batimento Total;Batido;2796;Letícia Porto;maysafernandes@example.com;2012-11-14;Gerente;6729.53;;;;;
2797;Volume 10k;Batimento Total;Batido;2797;Pedro Lucas Ribeiro;nda-mata@example.com;2013-01-14;Analista;8278.49;;;;;
2798;Volume 10k;Batimento Total;Batido;2798;Gustavo Henrique Souza;oliveirapedro-miguel@example.net;2012-08-21;Analista;5043.22;;;;;
2799;Volume 10k;Batimento Total;Batido;2799;Ana Beatriz Moraes;scavalcanti@example.org;2006-01-18;Analista;6799.33;;;;;
2800;Volume 10k;Batimento Total;Batido;2800;Maria Vitória Nunes;rodriguesjoao-guilherme@example.net;2011-09-05;Gerente;7917.46;;;;;
2801;Volume 10k;Batimento Total;Batido;2801;Milena Melo;camposdaniela@example.net;2009-09-24;Diretor;5544.26;;;;;
2802;Volume 10k;Batimento Total;Batido;2802;Gabriel Duarte;novaesgiovanna@example.org;1998-01-07;Gerente;6426.12;;;;;
2803;Volume 10k;Batimento Total;Batido;2803;Calebe Carvalho;plima@example.net;1997-03-04;Analista;6122.47;;;;;
2804;Volume 10k;Batimento Total;Batido;2804;Kamilly Nunes;carolinedas-neves@example.net;2001-06-10;Gerente;6479.37;;;;;
2805;Volume 10k;Batimento Total;Batido;2805;Enrico Sales;bnovaes@example.net;2007-03-04;Gerente;8124.43;;;;;
2806;Volume 10k;Batimento Total;Batido;2806;Ana Laura da Luz;wteixeira@example.org;2021-10-29;Gerente;6180.69;;;;;
2807;Volume 10k;Batimento Total;Batido;2807;Ana Carolina da Mota;zdias@example.net;1998-03-12;Gerente;9169.59;;;;;
2808;Volume 10k;Batimento Total;Batido;2808;Mirella da Mata;kaique95@example.net;2000-01-18;Gerente;9069.25;;;;;
2809;Volume 10k;Batimento Total;Batido;2809;Thiago Viana;livia91@example.net;2010-09-24;Diretor;9534.81;;;;;
2810;Volume 10k;Batimento Total;Batido;2810;Raquel Lima;ribeirolucas-gabriel@example.net;2018-08-12;Analista;5009.44;;;;;
2811;Volume 10k;Batimento Total;Batido;2811;Sophia Costa;carvalhogustavo-henrique@example.com;1998-03-07;Analista;7179.58;;;;;
2812;Volume 10k;Batimento Total;Batido;2812;Sophia Porto;caue24@example.net;2006-11-20;Diretor;7377.69;;;;;
2813;Volume 10k;Batimento Total;Batido;2813;Antônio Azevedo;diogocosta@example.com;1995-04-24;Analista;6483.5;;;;;
2814;Volume 10k;Batimento Total;Batido;2814;Elisa da Mota;souzaenrico@example.com;2009-04-07;Analista;8675.8;;;;;
2815;Volume 10k;Batimento Total;Batido;2815;Ana Vitória da Mata;ana-vitorianunes@example.com;2009-08-11;Gerente;8078.61;;;;;
2816;Volume 10k;Batimento Total;Batido;2816;Manuela Ramos;xlopes@example.com;2011-11-03;Analista;6193.34;;;;;
2817;Volume 10k;Batimento Total;Batido;2817;Alícia Farias;pcaldeira@example.org;2008-09-22;Diretor;8222.3;;;;;
2818;Volume 10k;Batimento Total;Batido;2818;Julia Mendes;mrocha@example.org;2002-06-10;Analista;8165.12;;;;;
2819;Volume 10k;Batimento Total;Batido;2819;Ana Sophia Cardoso;das-nevesmaria-luiza@example.com;1993-11-20;Gerente;8687.53;;;;;
2820;Volume 10k;Batimento Total;Batido;2820;Sophia Martins;stephanyporto@example.net;2013-03-27;Diretor;7328.49;;;;;
2821;Volume 10k;Batimento Total;Batido;2821;Emanuella da Cruz;alexia14@example.com;1995-04-21;Analista;8150.98;;;;;
2822;Volume 10k;Batimento Total;Batido;2822;Luiz Felipe Vieira;daniel07@example.com;2011-06-28;Analista;5441.1;;;;;
2823;Volume 10k;Batimento Total;Batido;2823;Francisco Nunes;nataliavieira@example.net;2009-04-24;Analista;8059.76;;;;;
2824;Volume 10k;Batimento Total;Batido;2824;Pedro Jesus;maria-luiza37@example.com;2005-07-31;Gerente;9292.54;;;;;
2825;Volume 10k;Batimento Total;Batido;2825;Yago Rocha;lda-cruz@example.com;2008-03-14;Diretor;7823.79;;;;;
2826;Volume 10k;Batimento Total;Batido;2826;Mirella Rodrigues;julianascimento@example.org;2005-07-30;Gerente;8010.35;;;;;
2827;Volume 10k;Batimento Total;Batido;2827;Levi Porto;nicolemoreira@example.com;2021-06-27;Analista;6085.16;;;;;
2828;Volume 10k;Batimento Total;Batido;2828;Lucas Cardoso;gustavorodrigues@example.com;2005-12-08;Diretor;6517.49;;;;;
2829;Volume 10k;Batimento Total;Batido;2829;Ana Clara da Cunha;heloisajesus@example.net;2012-08-28;Analista;6812.79;;;;;
2830;Volume 10k;Batimento Total;Batido;2830;Amanda Gomes;vsilveira@example.net;2019-11-05;Analista;7763.29;;;;;
2831;Volume 10k;Batimento Total;Batido;2831;Agatha Oliveira;luiz-felipe53@example.com;2014-08-13;Gerente;6235.23;;;;;
2832;Volume 10k;Batimento Total;Batido;2832;André Farias;ana-laurarodrigues@example.com;2018-11-14;Diretor;7252.5;;;;;
2833;Volume 10k;Batimento Total;Batido;2833;Leonardo da Cunha;cardosofrancisco@example.org;1994-03-29;Analista;6592.6;;;;;
2834;Volume 10k;Batimento Total;Batido;2834;Júlia Viana;matheus67@example.net;1996-06-25;Analista;7255.1;;;;;
2835;Volume 10k;Batimento Total;Batido;2835;Pietro Nascimento;ida-mata@example.org;1999-07-29;Analista;6827.19;;;;;
2836;Volume 10k;Batimento Total;Batido;2836;Cecília Rodrigues;tda-mata@example.net;2004-07-03;Analista;5345.26;;;;;
2837;Volume 10k;Batimento Total;Batido;2837;Otávio Nunes;caroline87@example.net;1998-09-15;Analista;6196.43;;;;;
2838;Volume 10k;Batimento Total;Batido;2838;Isadora Costa;da-pazdavi-lucas@example.com;2007-08-06;Analista;9240.6;;;;;
2839;Volume 10k;Batimento Total;Batido;2839;Carlos Eduardo Moreira;hda-paz@example.org;2020-06-21;Gerente;5060.4;;;;;
2840;Volume 10k;Batimento Total;Batido;2840;Luiz Fernando Santos;kamillynascimento@example.net;2014-10-13;Gerente;8643.91;;;;;
2841;Volume 10k;Batimento Total;Batido;2841;Murilo Fernandes;ribeirocaroline@example.net;2019-07-29;Analista;8195.62;;;;;
2842;Volume 10k;Batimento Total;Batido;2842;Gabrielly Lopes;qcampos@example.com;2008-12-21;Diretor;6130.62;;;;;
2843;Volume 10k;Batimento Total;Batido;2843;Henrique Ribeiro;davi-lucasferreira@example.org;2009-12-10;Gerente;9726.41;;;;;
2844;Volume 10k;Batimento Total;Batido;2844;Noah da Mota;faraujo@example.net;2004-05-31;Gerente;9799.79;;;;;
2845;Volume 10k;Batimento Total;Batido;2845;Luana Azevedo;theo92@example.net;2003-06-09;Gerente;5727.84;;;;;
2846;Volume 10k;Batimento Total;Batido;2846;Amanda Costela;uazevedo@example.com;2016-11-30;Gerente;9410.24;;;;;
2847;Volume 10k;Batimento Total;Batido;2847;Yago Nascimento;ipeixoto@example.net;1996-03-14;Gerente;5069.11;;;;;
2848;Volume 10k;Batimento Total;Batido;2848;Bernardo Farias;alicia79@example.org;2013-03-05;Analista;9103.56;;;;;
2849;Volume 10k;Batimento Total;Batido;2849;Luna Barbosa;azevedojuliana@example.net;2009-12-25;Diretor;9522.91;;;;;
2850;Volume 10k;Batimento Total;Batido;2850;Alana Nunes;bruna67@example.net;2018-08-12;Gerente;9391.3;;;;;
2851;Volume 10k;Batimento Total;Batido;2851;Emilly Cavalcanti;falmeida@example.com;2000-11-09;Analista;7859.16;;;;;
2852;Volume 10k;Batimento Total;Batido;2852;João Gabriel Gonçalves;enrico95@example.org;1998-12-06;Analista;6409.25;;;;;
2853;Volume 10k;Batimento Total;Batido;2853;Caio das Neves;lucasda-paz@example.org;2017-06-27;Diretor;8506.58;;;;;
2854;Volume 10k;Batimento Total;Batido;2854;Mariana da Cunha;maysa45@example.com;2010-08-09;Diretor;5403.81;;;;;
2855;Volume 10k;Batimento Total;Batido;2855;João Felipe Pinto;evelynmendes@example.net;1994-03-24;Diretor;9390.74;;;;;
2856;Volume 10k;Batimento Total;Batido;2856;Henrique da Mota;raquelfarias@example.com;2011-03-27;Gerente;7345.87;;;;;
2857;Volume 10k;Batimento Total;Batido;2857;Anthony Costa;gnascimento@example.org;2003-03-21;Analista;7072.2;;;;;
2858;Volume 10k;Batimento Total;Batido;2858;Pedro Lima;oferreira@example.com;2016-03-18;Analista;5570.36;;;;;
2859;Volume 10k;Batimento Total;Batido;2859;Eloah Rezende;ajesus@example.org;1997-07-16;Gerente;9049.74;;;;;
2860;Volume 10k;Batimento Total;Batido;2860;João Pinto;da-costavicente@example.com;2014-08-22;Analista;5625.2;;;;;
2861;Volume 10k;Batimento Total;Batido;2861;Stephany Duarte;ibarbosa@example.com;2000-12-18;Diretor;9196.42;;;;;
2862;Volume 10k;Batimento Total;Batido;2862;Rebeca Ferreira;fcarvalho@example.org;2006-02-12;Diretor;5395.8;;;;;
2863;Volume 10k;Batimento Total;Batido;2863;Luiza Sales;yjesus@example.com;2015-06-03;Gerente;5828.32;;;;;
2864;Volume 10k;Batimento Total;Batido;2864;Luiz Felipe Aragão;cecilia30@example.org;2009-11-13;Diretor;7657.3;;;;;
2865;Volume 10k;Batimento Total;Batido;2865;Heitor Fogaça;lopesvicente@example.org;2005-08-25;Gerente;7206.85;;;;;
2866;Volume 10k;Batimento Total;Batido;2866;Davi Martins;umendes@example.net;1993-08-22;Gerente;5774.48;;;;;
2867;Volume 10k;Batimento Total;Batido;2867;Ana Beatriz Nunes;noahalves@example.net;2002-10-03;Gerente;6840.71;;;;;
2868;Volume 10k;Batimento Total;Batido;2868;Guilherme Lopes;yasmincardoso@example.com;2010-11-12;Diretor;8921.36;;;;;
2869;Volume 10k;Batimento Total;Batido;2869;Emanuel Mendes;hcostela@example.net;2012-02-24;Analista;9575.52;;;;;
2870;Volume 10k;Batimento Total;Batido;2870;Antônio Moura;jesuspietra@example.com;2011-10-21;Diretor;5665.1;;;;;
2871;Volume 10k;Batimento Total;Batido;2871;Murilo Viana;leonardo32@example.com;2017-08-03;Gerente;5186.21;;;;;
2872;Volume 10k;Batimento Total;Batido;2872;Henrique Barbosa;marcelo14@example.net;2020-04-24;Analista;7371.1;;;;;
2873;Volume 10k;Batimento Total;Batido;2873;Benício Sales;kgomes@example.com;1996-07-07;Gerente;8422.71;;;;;
2874;Volume 10k;Batimento Total;Batido;2874;Giovanna Castro;fogacacarlos-eduardo@example.net;2011-02-09;Gerente;7657.93;;;;;
2875;Volume 10k;Batimento Total;Batido;2875;Maria Ferreira;benjamin10@example.com;1997-04-18;Analista;7717.1;;;;;
2876;Volume 10k;Batimento Total;Batido;2876;Alana Nogueira;lais96@example.org;2017-02-07;Analista;6908.2;;;;;
2877;Volume 10k;Batimento Total;Batido;2877;Thiago Cardoso;barbosarebeca@example.net;2013-04-24;Diretor;6135.72;;;;;
2878;Volume 10k;Batimento Total;Batido;2878;Maria Eduarda Melo;sda-mata@example.net;2018-05-10;Gerente;9008.23;;;;;
2879;Volume 10k;Batimento Total;Batido;2879;Erick Lopes;maria-luiza15@example.com;2021-05-21;Gerente;6775.75;;;;;
2880;Volume 10k;Batimento Total;Batido;2880;Milena Campos;olivia06@example.org;1999-10-01;Gerente;6282.53;;;;;
2881;Volume 10k;Batimento Total;Batido;2881;Eduardo Jesus;thales33@example.org;2011-06-03;Diretor;8998.37;;;;;
2882;Volume 10k;Batimento Total;Batido;2882;Danilo Ferreira;ana-vitoriadias@example.com;2016-10-20;Diretor;8142.27;;;;;
2883;Volume 10k;Batimento Total;Batido;2883;Sarah Campos;garagao@example.net;2019-03-07;Gerente;8947.16;;;;;
2884;Volume 10k;Batimento Total;Batido;2884;Stella Vieira;luna90@example.org;2008-06-11;Analista;5939.59;;;;;
2885;Volume 10k;Batimento Total;Batido;2885;Pedro Henrique Ramos;caldeiravicente@example.com;1998-04-19;Gerente;5296.93;;;;;
2886;Volume 10k;Batimento Total;Batido;2886;Vitor Gabriel Cardoso;maria-alicecaldeira@example.org;2006-12-03;Diretor;6367.6;;;;;
2887;Volume 10k;Batimento Total;Batido;2887;Evelyn da Rosa;yasmin44@example.net;1997-06-30;Diretor;5920.76;;;;;
2888;Volume 10k;Batimento Total;Batido;2888;Kamilly Melo;cardosoisabella@example.net;1993-12-16;Analista;8072.78;;;;;
2889;Volume 10k;Batimento Total;Batido;2889;Yasmin Moreira;felipearagao@example.net;2002-04-14;Analista;6868.68;;;;;
2890;Volume 10k;Batimento Total;Batido;2890;Sarah Caldeira;vsouza@example.com;2013-11-09;Diretor;9418.4;;;;;
2891;Volume 10k;Batimento Total;Batido;2891;Luiz Gustavo Cardoso;portobernardo@example.com;1995-04-30;Gerente;6083.42;;;;;
2892;Volume 10k;Batimento Total;Batido;2892;Ana Laura Rezende;acardoso@example.com;2021-01-22;Diretor;6178.59;;;;;
2893;Volume 10k;Batimento Total;Batido;2893;Alexia Lima;thalesda-conceicao@example.net;2005-08-07;Gerente;6090.6;;;;;
2894;Volume 10k;Batimento Total;Batido;2894;Valentina Teixeira;camposana-vitoria@example.com;2009-12-30;Analista;5852.85;;;;;
2895;Volume 10k;Batimento Total;Batido;2895;Emilly Freitas;benicio00@example.com;2009-06-08;Analista;5478.85;;;;;
2896;Volume 10k;Batimento Total;Batido;2896;Henrique Oliveira;isabelly17@example.net;2022-04-24;Analista;9275.29;;;;;
2897;Volume 10k;Batimento Total;Batido;2897;Gabriela Porto;hda-mata@example.com;2012-01-22;Analista;6964.13;;;;;
2898;Volume 10k;Batimento Total;Batido;2898;Miguel Cardoso;dnascimento@example.com;2004-09-16;Diretor;9876.3;;;;;
2899;Volume 10k;Batimento Total;Batido;2899;Emanuella Fernandes;cardosocamila@example.net;2017-07-20;Gerente;7595.59;;;;;
2900;Volume 10k;Batimento Total;Batido;2900;Benjamin Silva;varaujo@example.org;2019-09-23;Gerente;8883.84;;;;;
2901;Volume 10k;Batimento Total;Batido;2901;Carlos Eduardo Ferreira;spinto@example.com;1998-08-06;Gerente;7205.76;;;;;
2902;Volume 10k;Batimento Total;Batido;2902;Maria Alice da Cunha;uduarte@example.org;1995-08-29;Gerente;7605.79;;;;;
2903;Volume 10k;Batimento Total;Batido;2903;Alexandre Vieira;zbarbosa@example.net;2002-06-08;Analista;7341.68;;;;;
2904;Volume 10k;Batimento Total;Batido;2904;Ian Santos;paulo24@example.com;1996-04-11;Gerente;8881.8;;;;;
2905;Volume 10k;Batimento Total;Batido;2905;Maria Sophia Rodrigues;dpereira@example.net;2022-05-13;Analista;5807.3;;;;;
2906;Volume 10k;Batimento Total;Batido;2906;Ana Sophia Jesus;emanuellaalves@example.net;2007-09-27;Analista;9315.97;;;;;
2907;Volume 10k;Batimento Total;Batido;2907;Vitor Hugo Alves;nathanrodrigues@example.net;2006-07-03;Analista;8017.56;;;;;
2908;Volume 10k;Batimento Total;Batido;2908;Benício Costa;alexandre52@example.org;2002-07-10;Gerente;5823.7;;;;;
2909;Volume 10k;Batimento Total;Batido;2909;Rodrigo Jesus;araujoana-laura@example.com;2021-10-27;Diretor;5554.13;;;;;
2910;Volume 10k;Batimento Total;Batido;2910;Laura da Cruz;giovanna78@example.com;2009-01-20;Gerente;6363.53;;;;;
2911;Volume 10k;Batimento Total;Batido;2911;Isadora Almeida;rda-luz@example.net;2008-11-21;Diretor;9198.96;;;;;
2912;Volume 10k;Batimento Total;Batido;2912;Breno Gomes;olivia43@example.org;2022-02-20;Analista;6208.43;;;;;
2913;Volume 10k;Batimento Total;Batido;2913;Isis Novaes;teixeiravinicius@example.org;2000-01-24;Gerente;9657.54;;;;;
2914;Volume 10k;Batimento Total;Batido;2914;Bianca da Costa;lda-rosa@example.com;2012-03-29;Diretor;7028.61;;;;;
2915;Volume 10k;Batimento Total;Batido;2915;Elisa Pereira;rodrigo72@example.org;2003-03-18;Diretor;8290.95;;;;;
2916;Volume 10k;Batimento Total;Batido;2916;Esther Novaes;carlos-eduardo51@example.org;2005-02-24;Diretor;9058.99;;;;;
2917;Volume 10k;Batimento Total;Batido;2917;Luna Rodrigues;dteixeira@example.org;1998-10-16;Analista;9050.37;;;;;
2918;Volume 10k;Batimento Total;Batido;2918;Thomas Campos;costelapedro-henrique@example.com;2019-01-15;Gerente;9507.15;;;;;
2919;Volume 10k;Batimento Total;Batido;2919;Lívia Freitas;vnovaes@example.net;1997-05-23;Gerente;5556.42;;;;;
2920;Volume 10k;Batimento Total;Batido;2920;Valentina Monteiro;alvesmariana@example.org;2018-05-21;Gerente;5209.25;;;;;
2921;Volume 10k;Batimento Total;Batido;2921;Francisco Carvalho;luana71@example.com;1994-06-23;Diretor;8269.31;;;;;
2922;Volume 10k;Batimento Total;Batido;2922;Daniela Fernandes;julia37@example.com;1995-09-22;Analista;6642.76;;;;;
2923;Volume 10k;Batimento Total;Batido;2923;Agatha Barros;lopeslarissa@example.net;2003-02-25;Gerente;7784.7;;;;;
